userName,score,at,content
Tia Novianti F,5,2020-11-13 05:22:38,Sangat membantu utk penanganan cepat n trpercaya thd keluhan kesehatan
Derry Winayana,5,2020-11-13 05:00:28,Puas sekali dengan aplikasi dokter yang satu ini. Dokternya baik dan ramah. Pokoknya sip deh... terima kasih banyak halodoc... 🙇
rezka dwi Alvina,5,2020-11-13 04:45:20,"Bagus, dokter nya ramah semua dan pelayanan dokter memuaskan, menjelas kan dengan baik dan jelas. Terimakasih."
Las Minah,5,2020-11-13 04:23:42,"Dokter nya ramah dan resppnd nya cepat ,saya sangat puas ,terima kasih halodoc 😊"
Mokhamad Mustaqim,5,2020-11-13 04:07:00,"Membantu banget, kebetulan dapat dokter yang fast respon! Mantap"
maulida el witri,5,2020-11-13 03:36:02,"Semoga bermanfaat ya aplikasi ini,, dokternya ramah ramah.. Terimakasih Halodoc"
Amelia Tirtayuda,5,2020-11-13 03:01:38,Pelayanannya sangat baik respon cepat pemberian informasinya sangat memuaskan.trimakasih dokter
pujiyanto pujiyanto,5,2020-11-13 01:48:03,Sangat membantu kami yang berlokasi jauh dari klinik dan dokter terdekat. Bermanfaat banget. Terimakasih Halodoc
Sekar AyuNingtyas,5,2020-11-13 01:15:27,"Baru pertama coba dan dapet dokter nya ramah banget, terimakasih halodoc"
yudi yanto,5,2020-11-13 00:41:52,"Rekomendasi untuk orang yg takut di suntik 😀😀,hanya konsultasi keluhan,di kasih resep,dan selama ini saya pakai app ini dokternya ramah dan hasilnya juga memuaskan"
Togu BS Sinaga,4,2020-11-13 00:33:26,Responnya cepat dokter nya ramah mantab lah tapi obat yg disarankan terkadang tidak ada di pencarian.
Ajum Prislamp,1,2020-11-12 19:38:13,Gimna sih cara nya masuk. Udh berkali kali d download ttep aja gk bisa masuk
Rizky Amalia,5,2020-11-12 18:50:06,"Kurang puas sedikit karena d suruh lngsung k dokter, tapi sangat membantu dan meyakinkan"
Nur Azizah,4,2020-11-12 17:03:36,Aplikasinya bagus dan penjelasan dari dokter nya juga mudah di pahami😊
Yuli Ana,4,2020-11-12 16:06:38,"Sangat membantu untuk konsultasi kesehatan,dokternya juga sangat ramah😊"
Vannie Sakti,5,2020-11-12 12:49:59,"Saya sakit tipes cukup chat d halodoc, alhamdulillah skrg sdh sembuh tinggal masa pemulihan. Mantap halodoc sangat membantu di masa pandemi sprti saat ini ga perlu kluar rumah, cukup chat dgn dokternya, obat dateng k rumah..."
Vivi Damayanti,5,2020-11-12 12:39:10,"Terimakasih halodoc aplikasi ini sangat membantu saya ketika saya ingin konsultasi masalah kesehatan saya , tidak perlu klinik atau rumah sakit untuk konsultasi dg dokter2 yg ramah serta berpengalaman 🥰😊😊"
Sri Binawati,5,2020-11-12 12:22:23,Pelayanan cepat n pemesanan simple
ugi's world,4,2020-11-12 12:15:11,"halodoc murah dan gampang bgt interaksi sama dokter , udh beberapa kali sih pake halodoc dan nyaman bgt"
Sugijanto Hadiwidjaja,5,2020-11-12 10:35:04,Konsultasi tepat waktu dan ditangani dokter yg bagus
Intan Rizky Amalia,5,2020-11-12 08:10:22,sangat membantu dikala darurat! apalagi dimasa2 pandemi seperti ini 🙏😇 dan selalu dapat dokter yang ramah dan mau di ajak konsultasi
Nadya Grandee,5,2020-11-12 07:19:57,respon dokter nya cepat dan sangat ramah
Hilwa Hanum,5,2020-11-12 02:20:34,"Sangat puas dan sangat membantu karena bisa konsultasi langsung dengan dokter spesialis sekaligus diberikan resepnya,"
Tika S Fatimah,5,2020-11-11 18:33:40,"Sangat membantu , semoga app selalu memberikan yg terbaik untuk pasien dan dokter ..."
Dara Fulaela,5,2020-11-11 16:48:42,"Sangat membantu, dokternya juga ramah banget terima kasih halodoc"
My Dr,3,2020-11-11 11:46:13,saya kasih bintang 3 dulu nanti kalau sudah ada reaksi setelah minum obat dan saya sudah sembuh saya kasih bintang 5
ciptadaya rajasa,5,2020-11-11 09:03:34,Sangat Bermanfaat.. terimakasih dokter-dokter terbaik
Dewi Novianti,5,2020-11-11 07:58:32,"Aplikasi yg sangat membantu,dokter nya jg enak diajak konsultasi terimakasih halodoc"
Tutut Wiyanti,4,2020-11-11 06:33:17,Keren.. ada sesi tanya jawab gratis juga.. sangat membantu hemat waktu biaya tenaga.. sedangkan hal yg kurang jelas bisa browsing sendiri .. dokternya juga ramah
Riri Siti Hairuningsih,5,2020-11-11 01:43:01,"Sangat membantu, pelayanan dokternya ramah"
eka indriani,5,2020-11-11 01:38:20,Sangat membantu banget buat yg tinggalnya di daerah yg enggk ada dokter spesialisnya
egia aginta tarigan,5,2020-11-10 17:19:59,"Bagus, dokter nya ramah dan sangat membantu"
Sinta22 Alfan,5,2020-11-10 13:39:23,"Konsultasi dan dapat resep dari dokter. Selama ini kalau chat dengan dokter hanya dapat solusi.dan di anjurkan periksa ke RS.pdahal kalau di RS juga cuma ngomong2 dan di kasih obat. Aplikasi ini sangat bagus. Bayarnya tidak terlalu mahal. Sudah dapat resep bisa dibeli langsung atau diantar kerumah.saya sudah minum obat dari resepnya ada semingguan, alhamdulilah cocok. Memang obatnya bagus n harganya lumayan.tapi hasilnya nyata."
Mardhiah khoirunnisa,5,2020-11-10 13:22:24,"Terimakasih sangat membantu sekali, respon cepat dokter ramah 🙏🙏"
Bayu 3120,5,2020-11-10 12:48:25,Sangat membantu dan dokter nya ramah
sri wahyuningsih,5,2020-11-10 12:01:10,Pertama kali menggunakan aplikasi halodoc sangat berkesan krn dokternya memberi saran yg jgn langsung minum obat jika tidak diperlukan.ok sip.makasih halo doc
priansyah haykal pratama,5,2020-11-10 09:15:15,"Penjelasan bagus dan nga makan biaya,...ini bagus untuk kalangan orang bawah yang takut periksa keahlinya dikarenakan unsur biaya....semoga tetap berguna untuk orang banyak"
Semarang Ngaliyan,5,2020-11-10 08:33:05,Respon dari dokternya cepat dan akurat informasinya terimakasih all dokter semoga bermanfaat utk semuanya terimakasih buat aplikasinya semoga bertahan baik
Serly Mulyani,5,2020-11-10 05:25:24,Hallo dok sangat membantu.. Tidak perlu antri ke Klinik/RS udah bisa konsultasi dengan dokter spesialis.. Dan biaya nya pun terjantkau. Semoga semua dokter² nya selalu ramah melayani semua pasien² yang berkonsultasi.
Afdhal arisky,5,2020-11-10 03:35:11,"Aplikasi sangat bagus dan sangat membantu,, terimakasih Halodoc"
Muhammad Noufal,1,2020-11-10 02:12:09,"Tidak mendigitalisasi proses, malahan menambah pekerjaan karena saat di RS tetap mengisi form secara manual kembali"
Imron Rosadi,5,2020-11-10 02:02:04,Pertama gunakan pelayanan dokternya ramah sangat membantu ini aplikasi disaat ga bisa ke rs atau ke dokter langsng
Riski Maulana,5,2020-11-10 00:49:35,Sangat membantu dalam hal medis..... menarik sekali........👍🏻👌 ......👆✍🏼
Tika Sabrinaa,5,2020-11-09 15:20:00,Pelayanan nya sangat baik dan dokter ramah bagus bgt
Syarah Annisa,5,2020-11-09 14:38:32,"Cukup membantu, apalagi nyari obat yang jarang ditemuin, di halodoc lumayan lengkap"
Henny Sofyanti,5,2020-11-09 13:56:50,"Pelayanan cepat, tanpa perlu keluar, konsultasi dengan dokternya maupun pengantaran obatnya jg ok, terimakasih halodoc"
sade kharina,5,2020-11-09 13:42:23,Layanan cepat dan dokter nya ramah. Sukses selalu halodoc
lisa irnawati,5,2020-11-09 11:15:55,Terima kasih.. sangat membantu.. saya yg punya polip suka susah beli obat tremenza.. harus resep dokter tht dulu.. padahal jadi obat rutin kl polip lagi bengkak.. terima kasih halo dokter..
Dunia Abdu,5,2020-11-09 07:38:47,"Alhamdulillaah akhirnya bisa konsultasi juga dengan nyaman,, didaerah sini belum ada ahli gizi jd terbantu sekali"
tom phi,4,2020-11-09 07:11:02,"Sangat membantu dalam konsultasi, dan arahan yg baik dan jelas"
Jihadul Arsyadi,5,2020-11-09 06:23:05,Saya senang dengan aplikasi ini semoga yang mendownload mendapatkan hasil yang maksimal
Dwi Yudha,1,2020-11-09 03:48:56,Error loading message terusss.. apk macam apa ini????????
Elvilia Zhuu,3,2020-11-09 01:05:50,"Untuk respon dokter nya atas keluhan pasien tidak terlalu gimana di tanggapi kurang ada penjelasan atas keluhan pasien nya dan ada juga yang menjelaskan dengan bahasa medis dan membuat pasien tidak terlalu paham dan ditanya juga gak gimana dijelaskan dan membuat pasien malas untuk melakukan pertanyaannya lagi,Yah mungkin memang gak semuanya tapi yang saya temui memang begitu .Terima kasih."
Fahmi Aji,5,2020-11-09 00:52:38,"Pelayanan dokter cepat dan ramah, obat yg diresepkan juga bagus. Halodoc sangat bermanfaat untuk konsultasi jika sakit, apalagi masih musim pandemi COVID-19 sehingga tidak perlu datang ke Puskesmas atau Rumas Sakit , cukup melalui aplikasi Halodoc saja."
27 Rachmad Wahyu Candradesta Elfiansyah,5,2020-11-08 23:10:13,"Pelayanan tanggapan cepat penjelasan mantab,saya sangat menyukai"
Fadly Sarfan Tea,5,2020-11-08 16:39:28,Bagus dan baik info nya
Sabian Putri,5,2020-11-08 13:02:44,"Dokter putri primasari di bagian umum,orang nya ramah,semua yg kita tanyakan di jawab dengen baik dan gampang di cerna,aplikasih bagus banget sangat sangat membantu"
Gan Bouw,5,2020-11-08 12:00:57,"Benar ini apl yg sgt bagus bsa mbantu sblum kita k dokter, dan mmgingtkan kita agr bs deteksi penyakit sjk dini"
Nur Safitri,5,2020-11-08 11:20:48,Sangat membantu terimakasih dan tingkatkan lg sukses selalu
Amina Baisa,5,2020-11-08 08:23:18,"Alhamdulillah, gak harus antri dirumah sakit untuk ngobrol dengan dokter gizi..."
Ratna Sundari,5,2020-11-08 08:06:19,Terima kasih aplikasi Halodoc . Terima kasih juga buat Dokter Nurul Qalby untuk penjelasannya. Insya Alloh aplikasi ini bisa bermanfaat buat saya yang agak parno ke dokter😊😊🙏🙏
Inge Megiana,5,2020-11-08 02:27:37,"bagus banget, buat saya yg punya anak bayi jd gak susah ke dokter"
SkyBlue 08,5,2020-11-07 16:54:57,"sangat membantu jika ada keluhan kesehatan, mksh ya halodoc"
adifa azzira,5,2020-11-07 15:51:53,"Pelayanan bagus, dokternya gerak cepat 🤗🤗 setiap pertanyaan dijawab.. terimaksih"
Ririn Rahma,4,2020-11-07 13:01:34,Menyenangkan dokternya solutip Dan pastinya memberikan arahan yg baik Jadi tau penangananya hrus bagaimna Aplikasi yg sangat membantu
Teguh Pramono,4,2020-11-07 12:43:20,"Sebaiknya dipilihkan apotik terdekat. Ada apotik berjarak 600m, tp dipilihnya jarak 5km.."
Umi Willy,5,2020-11-07 11:46:26,Sangat bermanfaat dan praktis
citra sari tutiyanto,5,2020-11-07 09:02:25,terimakasih atas penjelasannya yg sangat detail dan bisa dimengerti dengan mudah.dapat membantu dalam kondisi darurat
Kawasaki Friska,5,2020-11-07 08:18:20,"Konsultasi yg cepat, mudah.."
Reval Irnanda,5,2020-11-07 02:53:49,"Mantap banget halodoc, gua konsultasi dapet yang gratis hehe dokter nya baik nanggepin nya, dan di kasih resep obat dan obat nya pun datang dengan selamat dan sesuai resep semoga cocok obat nya, thanks halodoc 😊"
Aciel Gunawan,5,2020-11-07 02:40:40,Pelayanan baik ramah dan fast respon
lili supriantini,5,2020-11-07 02:19:06,Secepat kilat layanan nya...Ini sangat membantu disaat gag bisa keluar rumah krn ga ada yg jaga anak....TOP markotop dahh
gege selo,5,2020-11-06 16:56:09,Aplikasi nya membantu saat aku dulu sakit makasih halodoc sunguh aplikasi ini bagus di dunia
renny se,4,2020-11-06 16:44:23,"Aplikasinya ok banget. Saya bayar 30rb untuk konsul dengn dokter kulit slama setengah jam. Bayangin!!! Biasanya 150rb untk konsul yang ga lebih dari 15 menit, ngantrinya sejam. Kalo kek gini kan anytime ga perlu nyesuain jadwal dokter. Ga capk. Ga keluar ongks transport. Jeda paling lama dokter menjawab adalah 2 menit. Menurut saya itu wajar untuk delay jaringan atau mengetik. Apalagi jawabannya rata2 detail. Jadi kalo nanya sekalian beruntun biar dokter juga jelasin sedetail detailnya."
istiari hardin9123345y70,5,2020-11-06 14:25:03,"Sangat terbantu aplikasi ini ketika di daerah yg hnya ada 1 dr spesialis dan dokter ybs sedang keluar kota, kita perlu penanganan cepat ada halodoc solusinya..Komunikasinya nyaman sekali.. Terima kasih halodoc"
Rosmayani,1,2020-11-06 12:24:01,"Maaf saya kecewa, respon dokter tidak ramah, saya nanya di marahin dan disuruh left dari chat. Sedangkan untuk chat dokter aja bayar. Saya di bilang terlalu banyak tanya. Saya cuma mau ngucapin terimakasi sama halodoc. Semoga pelayanan bisa ditingkatkan lagi. Ada yg punya cerita sama kek saya?"
Syafruddin Daffa Fajriyantara,5,2020-11-06 11:08:06,Keren dan bermanfaat. Cara praktis berjumpa dokter tanpa harus bertemu. 👌👌👌
Argun Wilyarstif,5,2020-11-06 07:37:11,Aplikasi ini sangat berguna di saat kondisi sekarang tidak usah antri untuk ke dokter dan menghemat waktu.. Aplikasi ini harus nya dari dulu ada biar berguna untuk masyarakat.. Kondisi sekarang sangat berguna sekali karena tidak boleh banyak berkumpul.. 👍👍👍
Kha Nurshitaa,5,2020-11-06 05:50:23,"Bagus , saya suka . Tp untuk dokter spesialis tolong dong pembayaran nya klw bisa jgn cuma pake gopay"
Dewi Puspita,5,2020-11-06 05:47:30,"Aplikasi yang sangat membantu pertama saya mencoba konsultasi dokter nya baik dan dengan senang hati menjawab pertanyaan saya, terima kasih halodoc"
Yuga Pratama,5,2020-11-06 01:07:27,Aplikasi ini sangat membantu saya.di saat seperti sekarang ini saya takut membawa anak kecil ke RS tapi karena halodoc jadi bisa konsultasi dengan dokter yg berpengalaman dan baik dalam melayani padahal gratis.saya ucapkan terima kasih banyak dokter
Muhammad Adam,5,2020-11-05 17:49:22,Halodoc aplikasi yang sangat bagus mereka melayani kita layaknya seperti raja/ratu kalian harus download gak download nyesel ntar loh
Johnson Pangaribuan,5,2020-11-05 16:09:08,"Sangat membantu sekali, Terimakasih banyak HaloDoc.. 🙏🙏"
Nurlia Fitriana,5,2020-11-05 14:57:58,Alhamdulillah berkat app halodoc saya bisa memberi pertolongan pertama buat anak yg sakit nya kumat. Karna kalau mau di bawa ke rumah sakit langsung di saat pandemi sekarang ini terlalu bnyak prosedur yg harus di jalani terlebih dahulu. Makasih halodoc.
Mohammad Ilyas,5,2020-11-05 14:24:49,"Sangat membantu, fast response, penjelasan cukup jelas. Terima kasih Halodoc..."
Pratiwi Dwihapsari,4,2020-11-05 11:03:59,"Respon dokter cepat, dan aplikasi jg berjalan cepat, tp saya tdk dpt mengunggah foto"
Atho Hananto,5,2020-11-05 10:20:59,aplikasi yang membantu pasien. Bagus dan bermanfaat. Good jobs
Chavid AngeLs,3,2020-11-05 10:20:15,"Belum tuntas hasil dokter via chat perihal keluhan yg saya alami, sesi konsultasi nya kelar. Jadi gantung. Next coba lagi deh ke dokter umum lainny lagi ttg keluhan ini."
Thati Pall,5,2020-11-05 10:04:32,Saya baru mengunakannya pertama kali ini sangat mem bantu dan sangat bagus skali dokternya ramah dan sangat baik skali saya sangat berterimakasih kaena telah dibantu atas keluhan saya🙏 Terimakasih sekali lgi🙏
Danis Pratama,5,2020-11-05 08:07:22,"Mantullll,,enak,,ga ribet ga perlu ke luar rumah,cukup d kamar bisa kosultasi"
reka Elisawati,5,2020-11-05 05:16:26,Sangat memuaskan dan mudah kan saya dlm pengobatan
tessa alfizah,5,2020-11-05 05:13:44,Aplikasi yang sangat membantu ketika butuh pendapat medis dan memudahkan konsultasi dimasa pandemi ini
royan ipci,3,2020-11-05 00:07:22,"Untuk opsi pembayaran tlong di perluas lgi, jgn hnya bisa melalui gopay ajah, thks"
etty suprapti ningsih,5,2020-11-04 23:56:45,"Respon dokter cepat, ramah dan sangat membantu"
Warsa Tarsono,5,2020-11-04 23:55:35,"Cukup membantu, dan sangat responsif"
Nurlaela Nurlaela,2,2020-11-04 22:28:50,Saya baru menggunakan halodoc tuk pemeriksaan Rapid tes tapi baru melakukan pembayaran sesuai anjuran ternyata pembayaran gagal....terus disuruh tuk pembayaran ulang...ada keterangan uang yg terpotong akan dikembalikan dalam waktu 5 hari apakah tu benar ?tks
Rido 1234,5,2020-11-04 18:40:56,"Sangat membantu semua yg ingin bertanya khusus nya saya sendiri tanpa harus kerumah sakit,terima kasih pertahankan terus program ini semoga sukses selalu"
Juanda Globaltv,4,2020-11-04 16:31:25,Terimah kasih sdh mempermudah untuk menanyakan penyakit..sukses terus halodoc.
Rizqi Aji Nugroho,5,2020-11-04 15:17:10,"Aplikasinya keren dan detail banget, mungkin next update, tracking pada saat pengantaran bisa gerak sendiri tanpa harus klik refresh map, sukses selalu halodoc. Edit: mungkin kedepannya bisa diperbanyak mitra toko kesehatannya jadi sewaktu kita membeli obat dari apotek dicarikan yang terdekat dengan lokasi kita."
rifa ayu,5,2020-11-04 13:18:01,Dokter nya sangat baik dan ramah penjelasan nya cukup detail
Dede Emon,5,2020-11-04 12:43:05,Sangat membantu dengan adanya app ini saya bisa berkonsultasi langsung dengan para dokter. Mksh
aywa rahayu,1,2020-11-04 11:25:48,"Saya sudah bayar tapi gak bisa chat ke dokter nya nya saya sudah telpon ke customer servis nya sampai berkali kali jawaban nya cuma tungu tungu lagi... Sampai waktu sesi habis untuk chat gak ada tindak lanjut nya,,kalo emang mau buka aplikasi harus bayar dulu tulis aja keterangan harus bayar dulu..ini gak ada keterangan apa2 cuma harus bayar dokter,,uang nya bagi kalian gak apa2 cuma 30ribu..tapi lebih baik kasih ke fakir miskin yang lebih membutuh kan,,menyesal saya download aplikasi ini!!!"
Jamal Humvee,5,2020-11-04 10:49:57,"Sangat membantu sekali, user friendly jg.. Mantap"
Tanti Ersetha,5,2020-11-04 10:47:11,Membantu banget... chat dengan dokternya cepat di respon
katrin sitindaon,5,2020-11-04 08:33:37,"Dokter nya ramah,ngasih informasih dan sarannya jelas bgt. Sayang waktu nya hanya 30 menit"
nur hidayat,5,2020-11-04 06:16:51,Sangat membantu disaat tidak bisa datang atau bertatapan langsung dgn dokter bisa di fasilitasi dengan adanya halodoc Terima kasih
Poni Hardiansyah,5,2020-11-04 06:10:47,Obat yg kita pesan sesuai dan cepat sampai tujuan
Dahlia Irawan,5,2020-11-04 04:35:00,"Sungguh sangat membantu... Cuma klo buat konsultasi yang berbayar saya belum. Mengerti gimana cara bayarnya soalnya saya ga punya aplikasi gopay, tolong untuk pembayaran di perbanyak pilihannya misal bayar via alfa atau transfer langsung"
Muklis Pratama,5,2020-11-04 03:53:11,"sangat membantu, fast respon, trimakasih halodoc"
Muh Ikhsan Iribaram,5,2020-11-04 00:59:22,"Aplikasi Ini Sangat Bermanfaat dan Membantu sekali, karena hanya melalu Fasilitas Chat kita bisa berkonsultasi dengan para tim medis."
riko akil,5,2020-11-03 14:21:47,Dokter ramah. Konsulitas di respon cepat dan diberikan saran terbaik.
Seinie Regar,5,2020-11-03 14:07:28,"Sangat membantu,dokternya sangat baik...cepat menjawab semua pertanyaan. Puas dgn pelayanan"
Rena Dwi,5,2020-11-03 13:45:46,"Sanggat membantu dikala masa pandemi ini yg buat saya takut kerumah sakit secara langsung, dapat menggunakan halodoc untuk berkonsultasi tanpa harus bertemu, semoga aplikasi ini semakin baik lgi"
Eka Adi Juliarsa,5,2020-11-03 12:46:35,Sangat membantu untuk pembelian obat tidak perlu keluar rumah thx halodoc
Farida. ds,5,2020-11-03 05:12:39,dr ida ayu sangat baik dlm memberikan konsultasi dan kooperative . Dibanding dr sebelum nya yg akhir nya saya cancel setelah lebih dari 3 x saya coba chat padahal sudah bayar 150 rb dg gopay . Dan aneh nya saldo gopay akan dikembalikan dlm 5 hari kerja . Untung kekecewaan saya terobati dg pelayanan dari dr ida ayu.
PUTRI Ai,5,2020-11-03 04:57:07,"Sangat membantu dan terpercaya, serta diberikan resep dg sangat cepat dimanapun anda berada, Obat yg tersedia akan dikirim langsung oleh Gojek terpercaya, terimakasih, sukses selalu."
Putri herwina_,5,2020-11-03 04:20:05,Berkat apk ini allhamdulillah saya jadi sehat kembali tampa keluar ke mana mana ke puskesmas cukup chat dokter aja apa keluhannya terus di kasih saran ini itu obat nya ini good lah apk ini intinya..
Yunita Prahasti,4,2020-11-03 03:17:37,Sangat puas dengan jawaban dan solusi nya
