userName,score,at,content,cleaned_content,cleaning_data,stopword_comment,Normalization,Remove_noise
Rian Hiday,4,2022-04-26 16:53:30,"Saran mungkin bisa ditambah e Wallet lainya, karena tidak semua orang menggunakan hanya e Wallet yang tertera di aplikasinya","saran mungkin bisa ditambah e wallet lainya, karena tidak semua orang menggunakan hanya e wallet yang tertera di aplikasinya",saran mungkin bisa ditambah wallet lainya  karena tidak semua orang menggunakan hanya wallet yang tertera di aplikasinya,saran mungkin bisa ditambah walet lainya karena tidak semua orang mengunakan hanya walet yang tertera di aplikasinya,saran mungkin bisa ditambah walet lainya karena tidak semua orang mengunakan hanya walet yang tertera di aplikasinya,saran mungkin bisa ditambah walet lainya karena tidak semua orang mengunakan hanya walet yang tertera di aplikasinya
yopi fitra,5,2022-04-26 15:50:54,"Recommend buat yg takut ketmu dokter langsung,,dokternya ramah sekali 👍👍","recommend buat yg takut ketmu dokter langsung,,dokternya ramah sekali 👍👍",recommend buat yg takut ketmu dokter langsung  dokternya ramah sekali   ,recomend buat yg takut ketmu dokter langsung dokternya ramah sekali ,recomend buat yang takut ketmu dokter langsung dokternya ramah sekali,recomend buat yang takut ketmu dokter langsung dokternya ramah sekali
Aditiya Sidabutar,5,2022-04-26 15:17:44,"Untuk chat dengan dokter gampang dan memuaskan. Saran untuk pembayaran dengan kartu kredit/debit, mohon untuk bisa paste nomor kartunya.","untuk chat dengan dokter gampang dan memuaskan. saran untuk pembayaran dengan kartu kredit/debit, mohon untuk bisa paste nomor kartunya.",untuk chat dengan dokter gampang dan memuaskan  saran untuk pembayaran dengan kartu kredit debit  mohon untuk bisa paste nomor kartunya ,untuk chat dengan dokter gampang dan memuaskan saran untuk pembayaran dengan kartu kredit debit mohon untuk bisa paste nomor kartunya ,untuk chat dengan dokter gampang dan memuaskan saran untuk pembayaran dengan kartu kredit debit mohon untuk bisa paste nomor kartunya,untuk chat dengan dokter gampang dan memuaskan saran untuk pembayaran dengan kartu kredit debit mohon untuk bisa paste nomor kartunya
Waldy Amaludin,5,2022-04-26 12:37:42,Rekomendasi untuk pemesan obat obatan,rekomendasi untuk pemesan obat obatan,rekomendasi untuk pemesan obat obatan,rekomendasi untuk pemesan obat obatan,rekomendasi untuk pemesan obat obatan,rekomendasi untuk pemesan obat obatan
bayu renggers,2,2022-04-26 09:35:17,"Aku kira gratis, setelah masuk dan mau chat denga dokter nya ternyata harus bayar, padahal saya mau konsultasi sama dokternya untuk penyakit yang saya alami, tapi tidak jadi karena harus bayar, hadeh","aku kira gratis, setelah masuk dan mau chat denga dokter nya ternyata harus bayar, padahal saya mau konsultasi sama dokternya untuk penyakit yang saya alami, tapi tidak jadi karena harus bayar, hadeh",aku kira gratis  setelah masuk dan mau chat denga dokter nya ternyata harus bayar  padahal saya mau konsultasi sama dokternya untuk penyakit yang saya alami  tapi tidak jadi karena harus bayar  hadeh,aku kira gratis setelah masuk dan mau chat denga dokter nya ternyata harus bayar padahal saya mau konsultasi sama dokternya untuk penyakit yang saya alami tapi tidak jadi karena harus bayar hadeh,aku kira gratis setelah masuk dan mau chat denga dokter nya ternyata harus bayar padahal saya mau konsultasi sama dokternya untuk penyakit yang saya alami tapi tidak jadi karena harus bayar hadeh,aku kira gratis setelah masuk dan chat denga dokter ternyata harus bayar padahal saya konsultasi sama dokternya untuk penyakit yang saya alami tapi tidak jadi karena harus bayar hadeh
Anis Hasan,5,2022-04-26 09:32:28,Cepat dan aman obat yg diantar,cepat dan aman obat yg diantar,cepat dan aman obat yg diantar,cepat dan aman obat yg diantar,cepat dan aman obat yang diantar,cepat dan aman obat yang diantar
Raymondus Beta G,3,2022-04-26 07:43:15,"Resep yg diberikan dokter, obatnya tidak ada, terkesan aplikasi nya ngawur ke apotek yg tidak lengkap obatnya, dan dokter hny bisa sekali keluarin resep. Aplikasi not very good. Emergency oke.","resep yg diberikan dokter, obatnya tidak ada, terkesan aplikasi nya ngawur ke apotek yg tidak lengkap obatnya, dan dokter hny bisa sekali keluarin resep. aplikasi not very good. emergency oke.",resep yg diberikan dokter  obatnya tidak ada  terkesan aplikasi nya ngawur ke apotek yg tidak lengkap obatnya  dan dokter hny bisa sekali keluarin resep  aplikasi not very good  emergency oke ,resep yg diberikan dokter obatnya tidak ada terkesan aplikasi nya ngawur ke apotek yg tidak lengkap obatnya dan dokter hny bisa sekali keluarin resep aplikasi not very god emergency oke ,resep yang diberikan dokter obatnya tidak ada terkesan aplikasi nya berbicara sembarangan ke apotek yang tidak lengkap obatnya dan dokter hanya bisa sekali keluarin resep aplikasi not very god emergency oke,resep yang diberikan dokter obatnya tidak ada terkesan aplikasi berbicara sembarangan ke apotek yang tidak lengkap obatnya dan dokter hanya bisa sekali keluarin resep aplikasi not very god emergency oke
ogi adam,1,2022-04-26 05:47:37,"ini gimana si estimasi obat 1 sampe 4 hari, ini udah 6 hari gk sampe"". udah gk kuat bgt nahan sakitnya","ini gimana si estimasi obat 1 sampe 4 hari, ini udah 6 hari gk sampe"". udah gk kuat bgt nahan sakitnya",ini gimana si estimasi obat sampe hari  ini udah hari gk sampe   udah gk kuat bgt nahan sakitnya,ini gimana si estimasi obat sampe hari ini udah hari gk sampe udah gk kuat bgt nahan sakitnya,ini bagaimana si estimasi obat sampai hari ini sudah hari tidak sampai sudah tidak kuat banget nahan sakitnya,ini bagaimana estimasi obat sampai hari ini sudah hari tidak sampai sudah tidak kuat banget nahan sakitnya
Nuniek Kartini,5,2022-04-26 03:05:23,Dokter Anthony Surya Wibawa konsultasi dgn pasien ok dan Obat yg diberikan juga ok sampai ketemu lagi Dokter terima kasih.,dokter anthony surya wibawa konsultasi dgn pasien ok dan obat yg diberikan juga ok sampai ketemu lagi dokter terima kasih.,dokter anthony surya wibawa konsultasi dgn pasien ok dan obat yg diberikan juga ok sampai ketemu lagi dokter terima kasih ,dokter anthony surya wibawa konsultasi dgn pasien ok dan obat yg diberikan juga ok sampai ketemu lagi dokter terima kasih ,dokter anthony surya wibawa konsultasi dengan pasien ok dan obat yang diberikan juga ok sampai ketemu lagi dokter terima kasih,dokter anthony surya wibawa konsultasi dengan pasien ok dan obat yang diberikan juga ok sampai ketemu lagi dokter terima kasih
Drh Ira Agustina D Gandasari,5,2022-04-26 02:07:18,"Sangat memuaskan, dokter sangat memberi respon yang baik","sangat memuaskan, dokter sangat memberi respon yang baik",sangat memuaskan  dokter sangat memberi respon yang baik,sangat memuaskan dokter sangat memberi respon yang baik,sangat memuaskan dokter sangat memberi respon yang baik,sangat memuaskan dokter sangat memberi respon yang baik
Suparmi Parmi,4,2022-04-26 01:31:57,"Mantap sekali, mungkin beberapa fitur ada yang perlu ditingkatkan","mantap sekali, mungkin beberapa fitur ada yang perlu ditingkatkan",mantap sekali  mungkin beberapa fitur ada yang perlu ditingkatkan,mantap sekali mungkin beberapa fitur ada yang perlu ditingkatkan,mantap sekali mungkin beberapa fitur ada yang perlu ditingkatkan,mantap sekali mungkin beberapa fitur ada yang perlu ditingkatkan
TAUSIYAH ISLAMI,1,2022-04-25 22:48:20,"Respon nya terlalu lama, bikin kesel, udh bayar mahal tapi gk bisa tanggung jawab sama kerjaan nya, saya kecewa sekali.","respon nya terlalu lama, bikin kesel, udh bayar mahal tapi gk bisa tanggung jawab sama kerjaan nya, saya kecewa sekali.",respon nya terlalu lama  bikin kesel  udh bayar mahal tapi gk bisa tanggung jawab sama kerjaan nya  saya kecewa sekali ,respon nya terlalu lama bikin kesel udh bayar mahal tapi gk bisa tangung jawab sama kerjan nya saya kecewa sekali ,respon nya terlalu lama bikin kesel sudah bayar mahal tapi tidak bisa tangung jawab sama kerjan nya saya kecewa sekali,respon terlalu lama bikin kesel sudah bayar mahal tapi tidak bisa tangung jawab sama kerjan saya kecewa sekali
Donny Toghas,5,2022-04-25 20:13:35,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Nanda Siregar,5,2022-04-25 16:55:13,apk yg sangat membantu kalo sakit kambuh tengah malam... terimakasih ini sangat memudahkan,apk yg sangat membantu kalo sakit kambuh tengah malam... terimakasih ini sangat memudahkan,apk yg sangat membantu kalo sakit kambuh tengah malam    terimakasih ini sangat memudahkan,apk yg sangat membantu kalo sakit kambuh tengah malam terimakasih ini sangat memudahkan,apk yang sangat membantu kalau sakit kambuh tengah malam terimakasih ini sangat memudahkan,apk yang sangat membantu kalau sakit kambuh tengah malam terimakasih ini sangat memudahkan
Septian Ariyanto,5,2022-04-25 16:51:17,Sangat bermanfaat sekali,sangat bermanfaat sekali,sangat bermanfaat sekali,sangat bermanfat sekali,sangat bermanfat sekali,sangat bermanfat sekali
Tri Mardiana,5,2022-04-25 14:03:23,Sangat membantu 👍👍,sangat membantu 👍👍,sangat membantu   ,sangat membantu ,sangat membantu,sangat membantu
eric Setiawan,1,2022-04-25 13:00:11,Makin lama makin parah. Pakai kupon diskon gede langsung sengaja dibatalin sampe 3x. Ini orang sakit keburu masuk rumah sakit. Kecewa berat,makin lama makin parah. pakai kupon diskon gede langsung sengaja dibatalin sampe 3x. ini orang sakit keburu masuk rumah sakit. kecewa berat,makin lama makin parah  pakai kupon diskon gede langsung sengaja dibatalin sampe   ini orang sakit keburu masuk rumah sakit  kecewa berat,makin lama makin parah pakai kupon diskon gede langsung sengaja dibatalin sampe ini orang sakit keburu masuk rumah sakit kecewa berat,makin lama makin parah pakai kupon diskon gede langsung sengaja dibatalin sampai ini orang sakit terlanjur masuk rumah sakit kecewa berat,makin lama makin parah pakai kupon diskon gede langsung sengaja dibatalin sampai ini orang sakit terlanjur masuk rumah sakit kecewa berat
Bakti Sukwanto,5,2022-04-25 12:04:47,Jawaban dan rekomendasi dokternya bagus..,jawaban dan rekomendasi dokternya bagus..,jawaban dan rekomendasi dokternya bagus  ,jawaban dan rekomendasi dokternya bagus ,jawaban dan rekomendasi dokternya bagus,jawaban dan rekomendasi dokternya bagus
Bryan A Chandra,5,2022-04-25 11:51:45,Aplikasi sangat berguna sekali,aplikasi sangat berguna sekali,aplikasi sangat berguna sekali,aplikasi sangat berguna sekali,aplikasi sangat berguna sekali,aplikasi sangat berguna sekali
Peci Mikihat,5,2022-04-25 06:52:48,"Cepat tepat akurat,moga menambah ikhtiar lebih cepat aaminn","cepat tepat akurat,moga menambah ikhtiar lebih cepat aaminn",cepat tepat akurat moga menambah ikhtiar lebih cepat aaminn,cepat tepat akurat moga menambah ikhtiar lebih cepat amin,cepat tepat akurat moga menambah ikhtiar lebih cepat amin,cepat tepat akurat moga menambah ikhtiar lebih cepat amin
Dicky Ahmad Sidiq,2,2022-04-25 04:16:01,Saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar cod dan mengisi alamat bisa sendiri trus ongkirnya juga jangan kemahalan,saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar cod dan mengisi alamat bisa sendiri trus ongkirnya juga jangan kemahalan,saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar cod dan mengisi alamat bisa sendiri trus ongkirnya juga jangan kemahalan,saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar cod dan mengisi alamat bisa sendiri trus ongkirnya juga jangan kemahalan,saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar cod dan mengisi alamat bisa sendiri terus ongkirnya juga jangan kemahalan,saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar dan mengisi alamat bisa sendiri terus ongkirnya juga jangan kemahalan
Bayu Krisna Patty,5,2022-04-25 02:56:29,"Aplikasi ini sangat membantu saya, terima kasih","aplikasi ini sangat membantu saya, terima kasih",aplikasi ini sangat membantu saya  terima kasih,aplikasi ini sangat membantu saya terima kasih,aplikasi ini sangat membantu saya terima kasih,aplikasi ini sangat membantu saya terima kasih
REZA FAHLEVI,1,2022-04-24 21:33:47,"Makin kesini makin ribet mau beli obat, ga kayak dulu Ini kudu pake resep dokter, terus ketika dah di konfirm.malah pesen obatnya dibatalkan, bukannya aplikasi harusnya mempermudah yaah, ini malah semakin sulit dan ribet","makin kesini makin ribet mau beli obat, ga kayak dulu ini kudu pake resep dokter, terus ketika dah di konfirm.malah pesen obatnya dibatalkan, bukannya aplikasi harusnya mempermudah yaah, ini malah semakin sulit dan ribet",makin kesini makin ribet mau beli obat  ga kayak dulu ini kudu pake resep dokter  terus ketika dah di konfirm malah pesen obatnya dibatalkan  bukannya aplikasi harusnya mempermudah yaah  ini malah semakin sulit dan ribet,makin kesini makin ribet mau beli obat ga kayak dulu ini kudu pake resep dokter terus ketika dah di konfirm malah pesen obatnya dibatalkan bukanya aplikasi harusnya mempermudah yah ini malah semakin sulit dan ribet,makin kesini makin ribet mau beli obat tidak kayak dulu ini harus pakai resep dokter terus ketika deh di konfirm bahkan pesen obatnya dibatalkan bukanya aplikasi harusnya mempermudah yah ini bahkan semakin sulit dan ribet,makin kesini makin ribet beli obat tidak kayak dulu ini harus pakai resep dokter terus ketika di konfirm bahkan pesen obatnya dibatalkan bukanya aplikasi harusnya mempermudah yah ini bahkan semakin sulit dan ribet
davit afriandi,5,2022-04-24 18:22:06,Layanan bagus juga cepat pesan obat datang nya,layanan bagus juga cepat pesan obat datang nya,layanan bagus juga cepat pesan obat datang nya,layanan bagus juga cepat pesan obat datang nya,layanan bagus juga cepat pesan obat datang nya,layanan bagus juga cepat pesan obat datang
Famela Rendi,5,2022-04-24 17:20:49,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Tika Wirda,5,2022-04-24 16:23:01,puass dengan pelayanan nya.. driver cepat sampai.. dan obat bisa langsung d gunakan di saat genting,puass dengan pelayanan nya.. driver cepat sampai.. dan obat bisa langsung d gunakan di saat genting,puass dengan pelayanan nya   driver cepat sampai   dan obat bisa langsung gunakan di saat genting,puas dengan pelayanan nya driver cepat sampai dan obat bisa langsung gunakan di sat genting,puas dengan pelayanan nya driver cepat sampai dan obat bisa langsung gunakan di sat genting,puas dengan pelayanan driver cepat sampai dan obat bisa langsung gunakan di sat genting
Trinity Diana,5,2022-04-24 13:05:58,Aplikasi ini cukup membantu,aplikasi ini cukup membantu,aplikasi ini cukup membantu,aplikasi ini cukup membantu,aplikasi ini cukup membantu,aplikasi ini cukup membantu
Slamet Hudin,1,2022-04-24 10:15:41,"Berapa kali udah saya sampaikan melalui e-mail ataupun tlp.. Kalau emang ga siap jualan ya udah tutup.. Setiap dapat orderan selalu ga ada barang, selalu di cancel tanpa konfirmasi...","berapa kali udah saya sampaikan melalui e-mail ataupun tlp.. kalau emang ga siap jualan ya udah tutup.. setiap dapat orderan selalu ga ada barang, selalu di cancel tanpa konfirmasi...",berapa kali udah saya sampaikan melalui  mail ataupun tlp   kalau emang ga siap jualan ya udah tutup   setiap dapat orderan selalu ga ada barang  selalu di cancel tanpa konfirmasi   ,berapa kali udah saya sampaikan melalui mail ataupun tlp kalau emang ga siap jualan ya udah tutup setiap dapat orderan selalu ga ada barang selalu di cancel tanpa konfirmasi ,berapa kali sudah saya sampaikan melalui mail ataupun telepon kalau memang tidak siap jualan iya sudah tutup setiap dapat orderan selalu tidak ada barang selalu di cancel tanpa konfirmasi,berapa kali sudah saya sampaikan melalui mail ataupun telepon kalau memang tidak siap jualan sudah tutup setiap dapat orderan selalu tidak ada barang selalu di cancel tanpa konfirmasi
henny budi,5,2022-04-24 08:25:56,"dokter di halodoc masya allah baik baik,dan sangat membantu","dokter di halodoc masya allah baik baik,dan sangat membantu",dokter di halodoc masya allah baik baik dan sangat membantu,dokter di halodoc masya alah baik baik dan sangat membantu,dokter di halodoc masya alah baik baik dan sangat membantu,dokter di halodoc masya alah baik baik dan sangat membantu
Natasha Deborah,1,2022-04-24 03:07:56,"Mohon maaf untuk pemberian rating pada aplikasi ini. Saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini, range waktu pengiriman obat sangat sangat sangat lama, cs tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan. Semoga jadi pembelajaran untuk tim halodoc kedepannya.","mohon maaf untuk pemberian rating pada aplikasi ini. saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini, range waktu pengiriman obat sangat sangat sangat lama, cs tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan. semoga jadi pembelajaran untuk tim halodoc kedepannya.",mohon maaf untuk pemberian rating pada aplikasi ini  saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini  range waktu pengiriman obat sangat sangat sangat lama  cs tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan  semoga jadi pembelajaran untuk tim halodoc kedepannya ,mohon maf untuk pemberian rating pada aplikasi ini saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini range waktu pengiriman obat sangat sangat sangat lama cs tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan semoga jadi pembelajaran untuk tim halodoc kedepanya ,mohon maf untuk pemberian rating pada aplikasi ini saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini range waktu pengiriman obat sangat sangat sangat lama cs tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan semoga jadi pembelajaran untuk tim halodoc kedepanya,mohon maf untuk pemberian rating pada aplikasi ini saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini range waktu pengiriman obat sangat sangat sangat lama tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan semoga jadi pembelajaran untuk tim halodoc kedepanya
