Remove_noise,sentimen,sentimen_negatif,sentimen_netral,sentimen_positif
beli obat di sini harga lumayan mahal untuk pengobatan anak urgent sekali tapi sampai hari obat tidak dikirim kirim minta pembatalan minta refund bilang masih dalam proses terus tolong ini aplikasi besar bukan aplikasi tipu jangan seperti ini saya juga butuh uangnya untuk beli obat langsung di apotik saja memangnya orang sakit harus menungu berapa lama lagi untuk mendapat obatnya saya sunguh sangat kecewa,negatif,1,0,0
aplikasi menjengkelkan tidak ada kordinasi yang baik antara operator halodoc dengan pihak klinik dan sangat merugikan pasien saya sudah payment lewat aplikasi walet halodoc tetapi klinik yang bersangkutan sedang renovasi dan dana tidak bisa di tarik kembali dan hanya bisa di gunakan untuk pengunan layanan kesehatan melalui aplikasi halodoc sunguh sangat mengecewakan sekali disat pandémi seperti ini dan pembatasan gerak ekonomi warga terdampak pihak halodoc sangat merugikan warga,negatif,1,0,0
sangat membantu di situasi pkm yang mengharuskan mengurangi kegiatan di luar rumah,positif,0,0,1
sudah daftar onlen dengan salah satu faskes di apa tetap ikut antrian biasa awas lebih baik cek lokasi dulu sebelum daftar onlen di halodoc bahkan duluan yang daftar konvensional daftar onlen padahal sudah bayar duluan antrinya buat kerumunan sudah sembuh covid sakit lagi kalau begini ceritanya parah,positif,0,0,1
aplikasi aneh kenapa pembayaran hanya dua cara padahal aplikasi lain sudah berinovasi,negatif,1,0,0
saya sudah complaint dari tanggal juli tentang kekurangan obat yang saya terima box curvit hanya dikirim padahal saya bayar box curvit box stimuno bukti peneriman barang sudah saya kirim sudah complaint email maupun chat tidak ada solusi jawabanya masih sama disuruh menungu tanpa ada kejelasan meskipun sudah lewat hari dari pemesanan,negatif,1,0,0
lama sekali order belum dikonfirmasi padahal perlu segera,netral,0,1,0
dimasa pandemi kaya begini buat ke rumah sakit atau ke klinik itu rada ketar ketir apalagi cuma buat berobat ptm kaya hipertensi atau diabetes mencari obat sana sini tidak dapat akhirnya pakai aplikasi ini langsung dapat dan langsung dianter konsultasi dengan dokter ramah sekali biaya terjangkau banget suka banget sama aplikasi ini sangat sangat membantu,positif,0,0,1
baru mengunakan tapi ini sangat membantu sekali buat yang terdampak covid terimakasih kepada tenaga kesehatan dan pemerintah serta semua yang peduli untuk menangani covid ini,positif,0,0,1
saranku yang belum terlanjur download tidak perlu benar banyak telfon masuk tidak dikenal setelah instal apa ini tidak cuma aku kejadinya adiku juga begitu iseng jawab sambil lihat get contact ternyata penipu bicara dari halodoc dikasih bantuan obat tertawa minta norek pribadi sampai tahu nomer nama alamat pribadi apa tidak seram bisa database pribadi orang bocor kemana begini tidak jelas banget plis,negatif,1,0,0
vaksin tidak bisa harus ada surat domisili tidak perlu aplikasi tidak guna lebih baik beli saja langsung ke klinik jauh jauh datang vaksin ditolak un instal,negatif,1,0,0
pengiriman obat tidak jelas sumpah sudah komplain berkali kali jawabanya nanti di proses lebih lanjut tapi nyata kejelasan tidak ada barang tidak sampai sampai tolong kasih kejelasan bisa di kirim atau engak jng cuma bicara di proses tapi tidak ada kejelasan,positif,0,0,1
sangat membantu sat isoman tapi ada dokter yang slow respon,positif,0,0,1
pelayanan baik namun dokter banyak yang tidak bisa di chat,netral,0,1,0
saya pasien covid yang sedang melakukan isolasi mandiri saya sangat terbantu dengan program konsultasi dan obat gratis dari kemenkes dan halodoc maju terus halodoc,negatif,1,0,0
pasti bagus dokternya baik dan di bantu dengan fasilitas resep dan pengantaran,positif,0,0,1
tolong untuk developernya ketika ada order yang instant carikan yang disekitar pembeli saja jangan jauh kasian ojolnya nempuh kamu dengan ongkos kirim yang sama dan kalau belum bisa diatur jaraknya setidaknya bisa dikasih saja kontak ojolnya supaya kita bisa konfirmasi diambil atau nga ordernya nga enak kalau main cancel sendiri semangat terus untuk pejuang keluarga mencari uang di kondisi seperti ini semoga diberikan kesehatan selalu dan diberikan rezeki yang berlimpah,negatif,1,0,0
kecewa banget konsultasi sama dokternya bertanya apa dibalasnya apa terus saya lanjut tanya balik tidak di jawab,netral,0,1,0
baru download tapi bnyak yang kecewa jadi ragu males takutnya aplikasi manfatkan situasi pandemi,negatif,1,0,0
sangat membantu sekali jika pesan obat dan konsultasi dokter dari rumah,positif,0,0,1
manthap sngat membantu klu bisa seperti aplikasi gopaynya boleh biar kami bisa kasih bintang sama drivernya juga tips jadi setelah paket kami terima kasih muncul penilaian dan tips misal mcm gojekny ada atau juga klu driverny menempuh waktu yang panjang,positif,0,0,1
apan tiap mesen misal hitam karena tidak ada satu hitam saja di cancel semuanya bagaimana pihak halodoc masalahnya karena di cancel terus uang saya hilang terus seharusnya ada kebijakan jika di cancel uang ongkirnya tetep balik ini karena saya tidak tahu sebelumnya uang saya hilang karena mesen tidak ada satu saja di cancel semuanya dan terlebih uang ongkos kirim tidak balik,negatif,1,0,0
sebaiknya ada pilihan mengisi alamat manual bukan harus pakai lokasi maps karena tidak semua tulisan alamat di maps itu sesuai kaya alamat saya yang tulisan rw salah kurir jadi bingung,negatif,1,0,0
lama pesan obat dari hari jumat di apk tertulis obat dalam proses dan ini sudah hari belum sampai sampai di refund batalkan juga tidak bisa apk apan di chat bantuan bahkan dapat jawaban maf permintan pesan anda sedang tingi blablabla obat saya lebih tidak bisa di refund dibatalkan uninstal apnya ikhlasin saja halodoc bawa uang orang yang sedang sakit bye tidak instal instal apk ini lagi,negatif,1,0,0
kelebihan beli obat di halodoc jenis obat banyak dilengkapi dengan bahan kegunan dan efek samping sangat membantu karena sekarang cari obat tertentu di apotek cukup susah harga memang sedikit lebih mahal tapi jika dibandingkan kita harus bolak balik cari obat di beberapa apotek sepadan kekurangan harus amat sangat sabar menungu driver sabar jika berkali kali pesanan di tolak ada baiknya pilih pesanan instan dibanding pesanan hari pilih pesan pagi atau sore,negatif,1,0,0
sangat membantu dalam pembelian obat terimakasih,positif,0,0,1
aplikasi ini membantu banget apalagi dalam kondisi sat ini pesan obat bisa sampai sat itu juga terima kasih,positif,0,0,1
bagus sekali untuk pesan obat juga cepat,netral,0,1,0
aplikasi tidak bisa di klik sudah reinstal tetep tidak bisa,negatif,1,0,0
untuk pemesanan product kesehatan pertama overal oke ditingkatkan lagi mantap,positif,0,0,1
mudahan tetep cepat efisien cuma awalnya saja seperti aplikasi yang satunya pesan kapan nyampenya kapan,negatif,1,0,0
tertolong banget ini sejak ada halodoc walaupun kdg suka ngelag dan harus buka dari awal lagi tapi so far so god makasi,netral,0,1,0
masa beli obat harus beli kalau butuh cuma obat harga bagaimana masa tidak bisa aneh,negatif,1,0,0
ini pengalaman pertama saya respon dokternya cepat ternyata bisa lewat telpon atau video untuk konsultasinya,positif,0,0,1
kenapa jadi sering banget saldo sudah ketarik tapi tidak bisa konsultasi dengan dokter,positif,0,0,1
sunguh kecewa sudah melakukan pembayaran untuk konsultasi dengan dokter pembayaran lewat gopay setelah pembayaran selesai maf dokter sibuk balikin uang saya,positif,0,0,1
service bagus tapi obat tidak sesuai dengan resep dokter lama banget nungu ternyata memang jauh sekali,negatif,1,0,0
sangat membantu sekali terimakasih halodoc tidak perlu keluar rumah,positif,0,0,1
sangat mudah sekali aplikasinya dan membantu sekali saya coba dokter hewan dan pilihan dokternya juga banyak dan biaya terjangkau,positif,0,0,1
terimakasih halodoc dan untuk dokter bram resepnya sangat membantu ditengah badai kovid seperti ini,positif,0,0,1
aplikasi tidak jelas pembayaranya gagal terus gemana maju ini aplikasi,negatif,1,0,0
sangat terbantu sekali disat beli obat disekitaran rumah tutup apotik hari wekend jauh juga cari apotik lain memakai jasa aplikasi ini siap diantar ke rumah selain itu pemakaian aplikasinya sangat mudah dipahami tidak ribet terima kasih halodoc,negatif,1,0,0
jujur ini aplikasi memang sistem belum siap ketika saya hubungi apotik untuk membeli obat halodoc apotik tersebut tidak mengerti sementara saya hubungi pihak kurir sama jadi semua yang ada di aplikasi ini hanya pemanis saja masa membeli obat aplikasi ini keterangan dalam proses selama hari kemudian menghubungi admin atau cal center halodoc tidak ada respon sama sekali,negatif,1,0,0
cukup memuaskan dokter telaten obat manjur,positif,0,0,1
aplikasi sangat tidak membantu karena saya pesen obat sudah menungu hasilnya bahkan tidak terkirim dan pengembalian dana lama sekali kita juga butuh dana tersebut tolong di perbaiki lagi,negatif,1,0,0
komplainan saya sudah semingu belum selesai tidak sesuai janji layanan pengembalian dana hk melalui gopay,positif,0,0,1
god serv apalagi di sat pandemi skr ini aplikasi halodoc membantu untuk konsul jarak jauh tentunya bebas antri hemat dan mantul,negatif,1,0,0
lebih suka aplikasi ini sebenernya lebih fast respon tidak banyak basa basi untuk masuk ke fitur chat dengan dokter meskipun lebih pricey tapi lebih puas terima kasih,positif,0,0,1
cepat pengiriman dan aman pengepakan,netral,0,1,0
sangat memuaskan pelayanan layanan chat dengan dokter yang sudah berpengalaman,positif,0,0,1
ada beberapa transaksi yang saldonya tetep kepotong dan tidak direfund padahal memang tidak bisa pakai jasa dokternya karena sibuk agak kecewa padahal setiap pakai aplikasi selalu rekomen banget,netral,0,1,0
sangat membantu terima kasih sering sering ada promo diskon jangan mhal mahal,positif,0,0,1
selama pandemi ini merasa sangat terbantu sekali disamping itu dokternya ramah recomend pol,negatif,1,0,0
god hanya ngambilnya tidak ke outlet terdekat saya lihat jauh banget kasihan sama gojeknya,negatif,1,0,0
aplikasi kurang manfat resep sudah di upload tapi tidak ada kabarnya,netral,0,1,0
sangat mengecewakan baru pertama mengunakan aplikasi ini beli obat untuk orang tua senila namun di cancel di karenakan infonya obat habis uang saya susah terdebet belum dikembalikan juga hub by email dan chat very slow respon tolong segera kembalikan uang saya,negatif,1,0,0
sangat baik tanya donk dock kartu vaksin saya tangal lahirnya salah harus telepon kemana untuk revesi,netral,0,1,0
merasa terbantu sekali anak tiba muncul ruam tengah malam untunglah ada yang online dokternya dini hari jadi bisa langsung konsul,netral,0,1,0
bagus cepat dan tepat waktu juga seperti pesanan,positif,0,0,1
tidak ada konektivitas ketersedian obat jadi apabila stok kosong dan harus meminta resep ulang hatus konsulatasi ulang,negatif,1,0,0
sangat membantu dan bermanfat buat masyarakat sukses selalu dan sehat selalu buat halodoc terima kasih,positif,0,0,1
penjelasan cepat dan tepat mudah di mengerti,positif,0,0,1
dokternya fast respon dan meresepkan obat juga cepat dari keluhan yang kita sebutkan secara detail smoga bisa ditingkatkan lagi interaktif dengan pasienya terimakasih,negatif,1,0,0
sesuai pesanan cepat tepat ramah,positif,0,0,1
konsul online dengan dokter mudah dan lancar dokternya baik cuma kadang stok obat di apotiknya tidak di update di halodoc masih ditulis ada stok tapi apotik telpon bilang habis,positif,0,0,1
sangat membantu sat kondisi seperti sat ini tidak perlu antri di apotik untuk beli obat yang di inginkan terima kasih halodoc,netral,0,1,0
sangat membantu tapi obatnya ada yang tidak update harganya jadi harus ditalangin dulu oleh pengirimnya,negatif,1,0,0
kenapa baru instal masuk apa tapi tidak bisa aktivkan lokasi tentukan alamat,negatif,1,0,0
proses pengembalian dana janjinya hari ata pesanan yang dicancel aplikasi sudah lebih dari hari dana tidak juga masuk di telfon bilangnya selalu masih dalam proses tidak tahu apa yang diproses sangat mengecewakan,negatif,1,0,0
aplikasi halodoc sangat memudahkan untuk berkonsultasi dengan dokter secara online dan mencari obat yang di butuhkan juga mudah dan stock obatnya selalu ada setiap di cari di apl halodoc over al oke banget,netral,0,1,0
sangat membantu sekali dengan aplikasi ini tidak perlu antri ke klinik tingal chat dokter yang kita tuju terus dikasih resep obat juga bagus banget dan alhamdulilah bisa sembuh terima kasih halodoc sukses selalu,positif,0,0,1
chat selalu tidak memuaskan hasilnya kita belum selesai sudah di cut tanya lagi tidak ada respon harus menungu antrian,netral,0,1,0
saya cuma bayar saja pakai gopay giliran chat dari selalu tidak bisa sudah bayar tapi tidak bisa chat,negatif,1,0,0
pengembalian dana lama buat janji sudah dibayar muncul di riwayat sudah batal dana sudah dikembalikan cek saldo atm gopay atau halodoc masih tetap lebih baik buat janji langaung aplikasi rumah sakitnya menu yang ditawarkan membingungkan meskipun kalau pesan obat atau buat janji sangat mudah,positif,0,0,1
dalam masa pandemi sat ini sangat terbantu dengan aplikasi halodoc dengan dokter yang tentunya sudah berpengalaman di spesialisasinya masing masing,netral,0,1,0
nyesel pakai halo doc bikinorg trauma gunanya apa ini aplikasi ngebantu kgk bahkan bikin emosi sudah bok sudah bayar untuk pcr sampai tempatnya bahkan suruh nungu dak sesuai jadwal antri dak selesai selesai terus bedanya datang sndr sampai lewar halo doc apa coba di komplain chat dak dibales ditelp dak ada yang angkat jangan ada yang pakai ini lagi gqes nyesel kalian,negatif,1,0,0
benar mengecewakan sudah melakukan pembayaran konsultasi bahkan tidak bisa uang berkurang tapi tidak ada hasil apapun kalau memang tidak bisa harusnya saldo tidak berkurang ini uang hilang tapi tidak dapat layanan apapun,negatif,1,0,0
mantap pelayananya ramah dan bisa memberi solusi terima kasih,positif,0,0,1
parah sudah berkali gonta ganti apotik ketika tidak jadi bahkan duitnya tidak ful pulangnya bagaimana rugi dong saya dikomplen blz suru nungu sudah hari pdahal,negatif,1,0,0
lebih nyaman untuk konsul karena tidak semua bisa diungkapkan didepan orang,negatif,1,0,0
sangat membantu pada sat sekarang karena rumah sakit sudah pada penuh keluar rumah juga rawan denga covit lebih baik konsultasi dari rumah terima kasih halodoc,positif,0,0,1
dokter sangat profesional sopan dan membalas dengan cepat,positif,0,0,1
aplikasinya sangat membantu sekali pelayanan dokter ramah dan sangat memuaskan,positif,0,0,1
komunikatif penjelasan yang diberikan mudah dimengerti dalam waktu singkat masalah terselesaikan tuntas dan jelas,netral,0,1,0
bagus tapi kalau bukak list dokter misal penyakit dalam itu yang muncul tolong dokter spesialis yang di sesuaikan dengan lokasinya saya solo tapi teratas yang keluar bahkan dokter jakarta surabaya aceh kejauhan ndes tolong diubah update depan harus oke,negatif,1,0,0
sangat baik dokternya kita konsul langsung di jawab terima kasih ats pelayananya untuk kami mantap salam sehat selalu smuanya,positif,0,0,1
untuk nambah resep sudah upload menungu menit tapi tidak ada kabar statusnya ada atau tidak konsultasi dokter dan pengiriman obat oke,netral,0,1,0
harga obatnya mahal mahal di toko fisik apotek lebih murah di online mahal banget contoh salep bravodem di apotek ribuan di sini ribuat tamba ongkos kirim total satu salep gila kamu dro saya hapus lagi aplikasi,netral,0,1,0
baru tadi saya transfer uang lewat halodoc dompet karena saya beli obat ternyata saya bisa akses lagi halodoc apan ini msa stlah transfer aplikasi bisa buka,negatif,1,0,0
